BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202407,1,0,202407,5,900,193486,1195301,LOUISIANA,22,2024,July,Excessive Heat,Z,18,NATCHITOCHES,SHV,01-JUL-24 00:00:00,CST-6,05-JUL-24 09:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"An upper ridge of high pressure built in across the Southern Plains during the first several days of July, before eventually sliding off to the east into the Mid-South and Lower Mississippi Valley. Meanwhile, a stationary front lingered from Southeast Oklahoma into extreme Southwest Arkansas and portions of North Louisiana, which aided in compressional heating and low level moisture pooling, with temperatures climbing into the upper 90s to in excess of 100 degrees. The moisture pooling resulted in minimal mixing of dewpoints, with attendant heat indices ranging from 110-115 degrees each afternoon on July 1st through the 4th. However, slightly cooler and drier air were able to mix into the area on the 5th, resulting in slightly lower heat indices.",,CSV
202405,22,1230,202405,22,1615,191723,1184135,TEXAS,48,2024,May,Heat,Z,254,WILLACY,BRO,22-MAY-24 12:30:00,CST-6,22-MAY-24 16:15:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"A strong upper-level subtropical ridge/heat dome centered over central and southern Mexico strengthened and shifted northward towards the Rio Grande Valley and Deep South Texas ranchlands the week prior to Memorial Day. The strong ridge aided lower level temperatures at around five thousand feet to soar to between 78 and 86F, which translated to surface temperatures rising into the upper 90s to mid 100s on most days between May 21-25. With dewpoint temperatures well into the 70s to around 80, apparent temperatures (feels like temperatures) ranged anywhere between 111-116F across parts of Deep South Texas and the Rio Grande Valley with a few locales reaching higher than this. The hottest apparent temperatures were located along and east of IH-69C from Hidalgo and Brooks County to Cameron, Willacy, and Kenedy County - but all of Deep South Texas observed at least dangerous heat levels by local definition (111F or higher for at least two hours) on most days.||Actual temperatures during the period were even hotter than the peak of the summer heat (late July through mid August) for most areas.  The month would shatter all-time temperature records by 1 to more than 3 degrees.","Harlingen Valley International Airport (KHRL) recorded max heat indices between 111-114F for nearly four hours from 130 to 515 PM CDT on May 22, 2024. By proxy, and data from northern Kenedy (1 hour of 111 to 112 heat index during this window), it can be inferred that inland Willacy County had similar heat index values for a similar period of time.",CSV
202405,21,1200,202405,21,1530,191723,1184133,TEXAS,48,2024,May,Heat,Z,254,WILLACY,BRO,21-MAY-24 12:00:00,CST-6,21-MAY-24 15:30:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"A strong upper-level subtropical ridge/heat dome centered over central and southern Mexico strengthened and shifted northward towards the Rio Grande Valley and Deep South Texas ranchlands the week prior to Memorial Day. The strong ridge aided lower level temperatures at around five thousand feet to soar to between 78 and 86F, which translated to surface temperatures rising into the upper 90s to mid 100s on most days between May 21-25. With dewpoint temperatures well into the 70s to around 80, apparent temperatures (feels like temperatures) ranged anywhere between 111-116F across parts of Deep South Texas and the Rio Grande Valley with a few locales reaching higher than this. The hottest apparent temperatures were located along and east of IH-69C from Hidalgo and Brooks County to Cameron, Willacy, and Kenedy County - but all of Deep South Texas observed at least dangerous heat levels by local definition (111F or higher for at least two hours) on most days.||Actual temperatures during the period were even hotter than the peak of the summer heat (late July through mid August) for most areas.  The month would shatter all-time temperature records by 1 to more than 3 degrees.","By proxy, between locations in northern Kenedy and in northern Cameron County, Willacy County is assumed to have observed heat index values between 111 and 114F between 1 and 430 PM CDT.",CSV
202405,19,0,202405,19,2359,207333,1293403,ARIZONA,4,2024,May,Heat,Z,543,CENTRAL PHOENIX,PSR,19-MAY-24 00:00:00,MST-7,19-MAY-24 23:59:00,0,0,0,1,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A ridge of high pressure over the region resulted in above normal temperatures across the region. According to the Maricopa County Department of Public Health, two heat-associated fatalities occurred during this time. One fatality also occurred in La Paz County.","One indirect fatality was reported by the Maricopa County Department of Public Health, with their details, such as age, gender, circumstances, and exact location unavailable.",CSV
202405,18,0,202405,18,2359,207333,1293402,ARIZONA,4,2024,May,Heat,Z,543,CENTRAL PHOENIX,PSR,18-MAY-24 00:00:00,MST-7,18-MAY-24 23:59:00,0,0,1,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A ridge of high pressure over the region resulted in above normal temperatures across the region. According to the Maricopa County Department of Public Health, two heat-associated fatalities occurred during this time. One fatality also occurred in La Paz County.","One direct fatality was reported by the Maricopa County Department of Public Health, with their details, such as age, gender, circumstances, and exact location unavailable.",CSV
202405,16,0,202405,16,2359,207333,1293406,ARIZONA,4,2024,May,Heat,Z,533,CENTRAL LA PAZ,PSR,16-MAY-24 00:00:00,MST-7,16-MAY-24 23:59:00,0,0,0,1,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A ridge of high pressure over the region resulted in above normal temperatures across the region. According to the Maricopa County Department of Public Health, two heat-associated fatalities occurred during this time. One fatality also occurred in La Paz County.","One indirect fatality was reported in La Paz County, with their details, such as age, gender, circumstances, and exact location unavailable.",CSV
202405,20,0,202405,20,2359,207333,1293407,ARIZONA,4,2024,May,Heat,Z,533,CENTRAL LA PAZ,PSR,20-MAY-24 00:00:00,MST-7,20-MAY-24 23:59:00,0,0,0,1,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A ridge of high pressure over the region resulted in above normal temperatures across the region. According to the Maricopa County Department of Public Health, two heat-associated fatalities occurred during this time. One fatality also occurred in La Paz County.","One indirect fatality was reported in La Paz County, with their details, such as age, gender, circumstances, and exact location unavailable.",CSV
202405,31,0,202405,31,2359,207334,1293409,ARIZONA,4,2024,May,Heat,Z,537,NORTHWEST VALLEY,PSR,31-MAY-24 00:00:00,MST-7,31-MAY-24 23:59:00,0,0,1,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A subtropical ridge of high pressure situated to the south boosted temperatures above normal for the end of the month. According to the Maricopa County Department of Public Health, three heat-associated fatalities occurred during this time.","One direct fatality was reported by the Maricopa County Department of Public Health, with their details, such as age, gender, circumstances, and exact location unavailable.",CSV
202405,30,0,202405,30,2359,207334,1293408,ARIZONA,4,2024,May,Heat,Z,548,EAST VALLEY,PSR,30-MAY-24 00:00:00,MST-7,30-MAY-24 23:59:00,0,0,2,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A subtropical ridge of high pressure situated to the south boosted temperatures above normal for the end of the month. According to the Maricopa County Department of Public Health, three heat-associated fatalities occurred during this time.","Two direct fatalities were reported by the Maricopa County Department of Public Health, with their details, such as age, gender, circumstances, and exact location unavailable.",CSV
202405,25,1200,202405,27,1900,193692,1196673,TEXAS,48,2024,May,Heat,Z,174,MILAM,FWD,25-MAY-24 12:00:00,CST-6,27-MAY-24 19:00:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,A Heat Advisory was in effect for parts of North and Central Texas generally along and east of I-35 and south of I-20 from May 25th through the 27th. Heat index values exceeded 105 degrees each afternoon in these locations.,Heat index values reached or exceeded 105 across the county each afternoon from May 25th through May 27th.,CSV
202405,20,1535,202405,20,1735,192642,1189062,TEXAS,48,2024,May,Heat,Z,353,NORTHERN HIDALGO COUNTY,BRO,20-MAY-24 15:35:00,CST-6,20-MAY-24 17:35:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"A developing atmospheric heat dome began to influence the mid Valley at the start of the week before Memorial Day 2024, as temperatures soared into the upper 90s to low-mid 100s beginning May 20th.  The combination of heat and humidity would push feels like temperatures to 111F or higher, the level for a Heat Advisory in the region.  Similar or worse conditions would continue through the 25th.","The Automated Weather Observing System at the South Texas International Airport, 11 miles north of Edinburg and along the south/north Hidalgo line, recorded 2.5 hours of heat index of 111 or higher, peaking at 113F.",CSV
