BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202007,5,0,202007,5,2359,164331,991999,ARIZONA,4,2020,July,Heat,Z,543,CENTRAL PHOENIX,PSR,05-JUL-20 00:00:00,MST-7,05-JUL-20 23:59:00,0,0,3,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"Strong high pressure centered over the Desert Southwest allowed for temperatures to reach or exceed 110 degrees during the early part of July. According to the Maricopa County Department of Public Health, 18 heat-associated fatalities occurred during this time.","Three heat-associated fatalities were reported by the Maricopa County Department of Public Health, with their details, such as age, gender, circumstances and location unavailable.",CSV
202007,6,0,202007,6,2359,164331,992000,ARIZONA,4,2020,July,Heat,Z,543,CENTRAL PHOENIX,PSR,06-JUL-20 00:00:00,MST-7,06-JUL-20 23:59:00,0,0,4,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"Strong high pressure centered over the Desert Southwest allowed for temperatures to reach or exceed 110 degrees during the early part of July. According to the Maricopa County Department of Public Health, 18 heat-associated fatalities occurred during this time.","Four heat-associated fatalities were reported by the Maricopa County Department of Public Health, with their details, such as age, gender, circumstances and location unavailable.",CSV
202007,30,900,202007,31,2359,164473,992891,CALIFORNIA,6,2020,July,Excessive Heat,Z,570,CHUCKWALLA VALLEY,PSR,30-JUL-20 09:00:00,PST-8,31-JUL-20 23:59:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,Very strong high pressure over the region led to temperatures reaching excessive heat conditions across southeast California at the end of July into the beginning of August.,,CSV
202007,3,1700,202007,3,1700,164331,991997,ARIZONA,4,2020,July,Heat,Z,543,CENTRAL PHOENIX,PSR,03-JUL-20 17:00:00,MST-7,03-JUL-20 17:00:00,0,0,2,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"Strong high pressure centered over the Desert Southwest allowed for temperatures to reach or exceed 110 degrees during the early part of July. According to the Maricopa County Department of Public Health, 18 heat-associated fatalities occurred during this time.","Two heat-associated fatalities were reported by the Maricopa County Department of Public Health, with their details, such as age, gender, circumstances and location unavailable.",CSV
202007,4,0,202007,4,2359,164331,991998,ARIZONA,4,2020,July,Heat,Z,543,CENTRAL PHOENIX,PSR,04-JUL-20 00:00:00,MST-7,04-JUL-20 23:59:00,0,0,1,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"Strong high pressure centered over the Desert Southwest allowed for temperatures to reach or exceed 110 degrees during the early part of July. According to the Maricopa County Department of Public Health, 18 heat-associated fatalities occurred during this time.","One heat-associated fatality was reported by the Maricopa County Department of Public Health, with their details, such as age, gender, circumstances and location unavailable.",CSV
202008,1,0,202008,4,2000,164451,992897,ARIZONA,4,2020,August,Excessive Heat,Z,546,SCOTTSDALE/PARADISE VALLEY,PSR,01-AUG-20 00:00:00,MST-7,04-AUG-20 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A very strong area of high pressure parked over the Southwest United States led to continued excessive heat conditions across the region from the end of July into the beginning of August. Temperatures each day climbed near or above 110 degrees with a daily record high of 114 degrees being set in Phoenix on the 3rd. According to the Maricopa County Department of Public Health, 40 heat-associated fatalities occurred with this event for the beginning of August.",,CSV
202008,1,0,202008,4,2000,164451,992898,ARIZONA,4,2020,August,Excessive Heat,Z,548,EAST VALLEY,PSR,01-AUG-20 00:00:00,MST-7,04-AUG-20 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A very strong area of high pressure parked over the Southwest United States led to continued excessive heat conditions across the region from the end of July into the beginning of August. Temperatures each day climbed near or above 110 degrees with a daily record high of 114 degrees being set in Phoenix on the 3rd. According to the Maricopa County Department of Public Health, 40 heat-associated fatalities occurred with this event for the beginning of August.",,CSV
202008,1,0,202008,4,2000,164451,992894,ARIZONA,4,2020,August,Excessive Heat,Z,541,CAVE CREEK/NEW RIVER,PSR,01-AUG-20 00:00:00,MST-7,04-AUG-20 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A very strong area of high pressure parked over the Southwest United States led to continued excessive heat conditions across the region from the end of July into the beginning of August. Temperatures each day climbed near or above 110 degrees with a daily record high of 114 degrees being set in Phoenix on the 3rd. According to the Maricopa County Department of Public Health, 40 heat-associated fatalities occurred with this event for the beginning of August.",,CSV
202008,1,0,202008,4,2000,164451,992895,ARIZONA,4,2020,August,Excessive Heat,Z,542,DEER VALLEY,PSR,01-AUG-20 00:00:00,MST-7,04-AUG-20 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A very strong area of high pressure parked over the Southwest United States led to continued excessive heat conditions across the region from the end of July into the beginning of August. Temperatures each day climbed near or above 110 degrees with a daily record high of 114 degrees being set in Phoenix on the 3rd. According to the Maricopa County Department of Public Health, 40 heat-associated fatalities occurred with this event for the beginning of August.",,CSV
202008,1,0,202008,4,2000,164451,992896,ARIZONA,4,2020,August,Excessive Heat,Z,544,NORTH PHOENIX/GLENDALE,PSR,01-AUG-20 00:00:00,MST-7,04-AUG-20 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A very strong area of high pressure parked over the Southwest United States led to continued excessive heat conditions across the region from the end of July into the beginning of August. Temperatures each day climbed near or above 110 degrees with a daily record high of 114 degrees being set in Phoenix on the 3rd. According to the Maricopa County Department of Public Health, 40 heat-associated fatalities occurred with this event for the beginning of August.",,CSV
