BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201807,1,0,201807,2,1900,129935,778326,TENNESSEE,47,2018,July,Heat,Z,53,CHESTER,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778327,TENNESSEE,47,2018,July,Heat,Z,51,CROCKETT,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778328,TENNESSEE,47,2018,July,Heat,Z,55,DECATUR,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778329,TENNESSEE,47,2018,July,Heat,Z,19,DYER,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778330,TENNESSEE,47,2018,July,Heat,Z,89,FAYETTE,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778331,TENNESSEE,47,2018,July,Heat,Z,20,GIBSON,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778333,TENNESSEE,47,2018,July,Heat,Z,90,HARDEMAN,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778334,TENNESSEE,47,2018,July,Heat,Z,92,HARDIN,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778335,TENNESSEE,47,2018,July,Heat,Z,50,HAYWOOD,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,0,201807,2,1900,129935,778336,TENNESSEE,47,2018,July,Heat,Z,54,HENDERSON,MEG,01-JUL-18 00:00:00,CST-6,02-JUL-18 19:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,Upper level high pressure built over the Mid-South. High temperatures combined with high humidity to create dangerous conditions across much of the Mid-South.,Heat index values exceeded 105 degrees.,CSV
201807,1,1100,201807,1,1600,128764,772238,MARYLAND,24,2018,July,Heat,Z,3,WASHINGTON,LWX,01-JUL-18 11:00:00,EST-5,01-JUL-18 16:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,1,1100,201807,1,1600,128764,772239,MARYLAND,24,2018,July,Heat,Z,502,CENTRAL AND EASTERN ALLEGANY,LWX,01-JUL-18 11:00:00,EST-5,01-JUL-18 16:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,1,1100,201807,1,1600,128765,772240,WEST VIRGINIA,54,2018,July,Heat,Z,52,BERKELEY,LWX,01-JUL-18 11:00:00,EST-5,01-JUL-18 16:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices were around 100 degrees based on observations nearby.,CSV
201807,1,1100,201807,1,1600,128765,772241,WEST VIRGINIA,54,2018,July,Heat,Z,51,MORGAN,LWX,01-JUL-18 11:00:00,EST-5,01-JUL-18 16:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices were around 100 degrees based on observations nearby.,CSV
201806,28,1500,201806,30,2359,128632,771591,ILLINOIS,17,2018,June,Excessive Heat,Z,64,BOND,LSX,28-JUN-18 15:00:00,CST-6,30-JUN-18 23:59:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,A dangerous combination of heat and humidity overspread the region beginning on June 28th and persisted through July 1st. There were 37 heat related illnesses reported in St. Louis County & the City of St. Louis during this event.,High temperatures were in the mid 90s with heat index values 105 or higher each day.,CSV
201806,28,1500,201806,30,2359,128632,771592,ILLINOIS,17,2018,June,Excessive Heat,Z,100,MADISON,LSX,28-JUN-18 15:00:00,CST-6,30-JUN-18 23:59:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,A dangerous combination of heat and humidity overspread the region beginning on June 28th and persisted through July 1st. There were 37 heat related illnesses reported in St. Louis County & the City of St. Louis during this event.,High temperatures were in the mid 90s with heat index values 105 or higher each day.,CSV
201806,28,1500,201806,30,2359,128632,771593,ILLINOIS,17,2018,June,Excessive Heat,Z,101,ST. CLAIR,LSX,28-JUN-18 15:00:00,CST-6,30-JUN-18 23:59:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,A dangerous combination of heat and humidity overspread the region beginning on June 28th and persisted through July 1st. There were 37 heat related illnesses reported in St. Louis County & the City of St. Louis during this event.,High temperatures were in the mid 90s with heat index values 107 or higher each day.,CSV
201806,28,1500,201806,30,2359,128632,771594,ILLINOIS,17,2018,June,Excessive Heat,Z,102,MONROE,LSX,28-JUN-18 15:00:00,CST-6,30-JUN-18 23:59:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,A dangerous combination of heat and humidity overspread the region beginning on June 28th and persisted through July 1st. There were 37 heat related illnesses reported in St. Louis County & the City of St. Louis during this event.,High temperatures were in the mid 90s with heat index values 105 or higher each day.,CSV
201806,28,1500,201806,30,2359,128632,771595,ILLINOIS,17,2018,June,Excessive Heat,Z,69,CLINTON,LSX,28-JUN-18 15:00:00,CST-6,30-JUN-18 23:59:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,A dangerous combination of heat and humidity overspread the region beginning on June 28th and persisted through July 1st. There were 37 heat related illnesses reported in St. Louis County & the City of St. Louis during this event.,High temperatures were in the mid 90s with heat index values 105 or higher each day.,CSV
201806,29,1100,201806,30,2359,128632,771597,ILLINOIS,17,2018,June,Excessive Heat,Z,79,RANDOLPH,LSX,29-JUN-18 11:00:00,CST-6,30-JUN-18 23:59:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,A dangerous combination of heat and humidity overspread the region beginning on June 28th and persisted through July 1st. There were 37 heat related illnesses reported in St. Louis County & the City of St. Louis during this event.,High temperatures were in the mid 90s with heat index values 107 or higher each day.,CSV
201806,29,1100,201806,30,2359,128632,771598,ILLINOIS,17,2018,June,Excessive Heat,Z,74,WASHINGTON,LSX,29-JUN-18 11:00:00,CST-6,30-JUN-18 23:59:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,A dangerous combination of heat and humidity overspread the region beginning on June 28th and persisted through July 1st. There were 37 heat related illnesses reported in St. Louis County & the City of St. Louis during this event.,High temperatures were in the mid 90s with heat index values 105 or higher each day.,CSV
201807,1,1100,201807,1,1600,128765,772242,WEST VIRGINIA,54,2018,July,Heat,Z,53,JEFFERSON,LWX,01-JUL-18 11:00:00,EST-5,01-JUL-18 16:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices were around 100 degrees based on observations nearby.,CSV
201807,2,1100,201807,2,1900,128766,772243,MARYLAND,24,2018,July,Heat,Z,3,WASHINGTON,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,2,1100,201807,2,1900,128766,772244,MARYLAND,24,2018,July,Heat,Z,502,CENTRAL AND EASTERN ALLEGANY,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,2,1100,201807,2,1900,128766,772247,MARYLAND,24,2018,July,Heat,Z,11,SOUTHERN BALTIMORE,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,2,1100,201807,2,1900,128766,772248,MARYLAND,24,2018,July,Heat,Z,6,NORTHERN BALTIMORE,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,2,1100,201807,2,1900,128766,772249,MARYLAND,24,2018,July,Heat,Z,13,PRINCE GEORGES,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201808,6,1000,201808,7,2000,144351,866483,ARIZONA,4,2018,August,Excessive Heat,Z,560,SAN CARLOS,PSR,06-AUG-18 10:00:00,MST-7,07-AUG-18 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,Strong high pressure over the Desert Southwest led to excessive heat warning conditions near the beginning of the month. The deadly heatwave resulted in 31 fatalities (27 direct and 4 indirect) according to the Maricopa County Department of Public Health.,,CSV
201808,6,1000,201808,7,2000,144351,866484,ARIZONA,4,2018,August,Excessive Heat,Z,561,DRIPPING SPRINGS,PSR,06-AUG-18 10:00:00,MST-7,07-AUG-18 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,Strong high pressure over the Desert Southwest led to excessive heat warning conditions near the beginning of the month. The deadly heatwave resulted in 31 fatalities (27 direct and 4 indirect) according to the Maricopa County Department of Public Health.,,CSV
201808,6,1000,201808,7,2000,144351,866485,ARIZONA,4,2018,August,Excessive Heat,Z,562,GLOBE/MIAMI,PSR,06-AUG-18 10:00:00,MST-7,07-AUG-18 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,Strong high pressure over the Desert Southwest led to excessive heat warning conditions near the beginning of the month. The deadly heatwave resulted in 31 fatalities (27 direct and 4 indirect) according to the Maricopa County Department of Public Health.,,CSV
201808,6,1000,201808,7,2000,144351,866498,ARIZONA,4,2018,August,Excessive Heat,Z,531,KOFA,PSR,06-AUG-18 10:00:00,MST-7,07-AUG-18 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,Strong high pressure over the Desert Southwest led to excessive heat warning conditions near the beginning of the month. The deadly heatwave resulted in 31 fatalities (27 direct and 4 indirect) according to the Maricopa County Department of Public Health.,,CSV
201807,2,1100,201807,2,1900,128766,772250,MARYLAND,24,2018,July,Heat,Z,14,ANNE ARUNDEL,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,2,1100,201807,2,1900,128766,772251,MARYLAND,24,2018,July,Heat,Z,16,CHARLES,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,2,1100,201807,2,1900,128766,772252,MARYLAND,24,2018,July,Heat,Z,17,ST. MARY'S,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,2,1100,201807,2,1900,128766,772253,MARYLAND,24,2018,July,Heat,Z,18,CALVERT,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,2,1100,201807,2,1900,128766,772254,MARYLAND,24,2018,July,Heat,Z,503,NORTHWEST MONTGOMERY,LWX,02-JUL-18 11:00:00,EST-5,02-JUL-18 19:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201807,4,1100,201807,4,1400,128774,772338,MARYLAND,24,2018,July,Heat,Z,3,WASHINGTON,LWX,04-JUL-18 11:00:00,EST-5,04-JUL-18 14:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,An upper-level high along with surface high over the western Atlantic led to hot and humid conditions.,Heat indices around 100 degrees were reported.,CSV
201808,6,1000,201808,7,2000,144351,866478,ARIZONA,4,2018,August,Excessive Heat,Z,553,NORTHWEST PINAL COUNTY,PSR,06-AUG-18 10:00:00,MST-7,07-AUG-18 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,Strong high pressure over the Desert Southwest led to excessive heat warning conditions near the beginning of the month. The deadly heatwave resulted in 31 fatalities (27 direct and 4 indirect) according to the Maricopa County Department of Public Health.,,CSV
201808,6,1000,201808,7,2000,144351,866480,ARIZONA,4,2018,August,Excessive Heat,Z,554,WEST PINAL COUNTY,PSR,06-AUG-18 10:00:00,MST-7,07-AUG-18 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,Strong high pressure over the Desert Southwest led to excessive heat warning conditions near the beginning of the month. The deadly heatwave resulted in 31 fatalities (27 direct and 4 indirect) according to the Maricopa County Department of Public Health.,,CSV
