BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202109,12,900,202109,13,1900,177273,1077756,CALIFORNIA,6,2021,September,Excessive Heat,Z,561,JOSHUA TREE NP EAST,PSR,12-SEP-21 09:00:00,PST-8,13-SEP-21 19:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,A broad upper level ridge over the Desert Southwest led to excessive heat conditions across portions of southeast California.,,CSV
202109,12,900,202109,13,1900,177273,1077757,CALIFORNIA,6,2021,September,Excessive Heat,Z,565,IMPERIAL COUNTY SOUTHEAST,PSR,12-SEP-21 09:00:00,PST-8,13-SEP-21 19:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,A broad upper level ridge over the Desert Southwest led to excessive heat conditions across portions of southeast California.,,CSV
202109,12,1000,202109,13,2000,177262,1077716,ARIZONA,4,2021,September,Excessive Heat,Z,530,PARKER VALLEY,PSR,12-SEP-21 10:00:00,MST-7,13-SEP-21 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A broad upper level ridge over the Desert Southwest led to continued above normal temperatures along with excessive heat conditions for the middle part of September. Temperatures most afternoons during this time in Phoenix topped out around 108-109 degrees. According to the Maricopa County Department of Public Health, 10 heat-associated fatalities occurred during this time. One of these fatalities included a person who died while hiking in Scottsdale. According to local media reports, a couple from Rhode Island started hiking around noon on the 12th at Brown's Ranch Trailhead in Scottsdale. After splitting up during the hike, the wife never returned to their meeting location. Local authorities responded and discovered that the wife had succumbed to the heat.",,CSV
202109,12,1000,202109,13,2000,177262,1077726,ARIZONA,4,2021,September,Excessive Heat,Z,532,YUMA,PSR,12-SEP-21 10:00:00,MST-7,13-SEP-21 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A broad upper level ridge over the Desert Southwest led to continued above normal temperatures along with excessive heat conditions for the middle part of September. Temperatures most afternoons during this time in Phoenix topped out around 108-109 degrees. According to the Maricopa County Department of Public Health, 10 heat-associated fatalities occurred during this time. One of these fatalities included a person who died while hiking in Scottsdale. According to local media reports, a couple from Rhode Island started hiking around noon on the 12th at Brown's Ranch Trailhead in Scottsdale. After splitting up during the hike, the wife never returned to their meeting location. Local authorities responded and discovered that the wife had succumbed to the heat.",,CSV
202109,12,1000,202109,13,2000,177262,1077717,ARIZONA,4,2021,September,Excessive Heat,Z,531,KOFA,PSR,12-SEP-21 10:00:00,MST-7,13-SEP-21 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A broad upper level ridge over the Desert Southwest led to continued above normal temperatures along with excessive heat conditions for the middle part of September. Temperatures most afternoons during this time in Phoenix topped out around 108-109 degrees. According to the Maricopa County Department of Public Health, 10 heat-associated fatalities occurred during this time. One of these fatalities included a person who died while hiking in Scottsdale. According to local media reports, a couple from Rhode Island started hiking around noon on the 12th at Brown's Ranch Trailhead in Scottsdale. After splitting up during the hike, the wife never returned to their meeting location. Local authorities responded and discovered that the wife had succumbed to the heat.",,CSV
202109,12,1000,202109,13,2000,177262,1077720,ARIZONA,4,2021,September,Excessive Heat,Z,535,SOUTHEAST YUMA COUNTY,PSR,12-SEP-21 10:00:00,MST-7,13-SEP-21 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"A broad upper level ridge over the Desert Southwest led to continued above normal temperatures along with excessive heat conditions for the middle part of September. Temperatures most afternoons during this time in Phoenix topped out around 108-109 degrees. According to the Maricopa County Department of Public Health, 10 heat-associated fatalities occurred during this time. One of these fatalities included a person who died while hiking in Scottsdale. According to local media reports, a couple from Rhode Island started hiking around noon on the 12th at Brown's Ranch Trailhead in Scottsdale. After splitting up during the hike, the wife never returned to their meeting location. Local authorities responded and discovered that the wife had succumbed to the heat.",,CSV
202106,14,1200,202106,18,2000,158090,955647,UTAH,49,2021,June,Excessive Heat,Z,29,CANYONLANDS / NATURAL BRIDGES,GJT,14-JUN-21 12:00:00,MST-7,18-JUN-21 20:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A large ridge of high pressure dominated the western United States for several days. This resulted in scorching heat and dry weather across the lower elevations of eastern Utah. Conditions were exceptionally dry which translated to single digit humidity at the surface. Record breaking high temperatures occurred through the period with overnight lows only dropping into the low to mid to upper 60s and 70s in the valleys.,"High temperatures of 101 to 106 degrees were reported by various automated weather stations and observers each day through the period. Additionally, overnight lows ranged from 78 to 79 degrees on the morning of the 17th and 18th.",CSV
202106,14,1200,202106,18,2000,158090,955646,UTAH,49,2021,June,Excessive Heat,Z,27,GRAND FLAT AND ARCHES,GJT,14-JUN-21 12:00:00,MST-7,18-JUN-21 20:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,A large ridge of high pressure dominated the western United States for several days. This resulted in scorching heat and dry weather across the lower elevations of eastern Utah. Conditions were exceptionally dry which translated to single digit humidity at the surface. Record breaking high temperatures occurred through the period with overnight lows only dropping into the low to mid to upper 60s and 70s in the valleys.,"High temperatures of 101 to 107 degrees were reported by various automated weather stations each day through the period. Additionally, overnight lows ranged from 74 to 76 degrees on the morning of the 17th and 18th.",CSV
202107,7,1200,202107,10,1900,158658,959460,UTAH,49,2021,July,Heat,Z,22,SOUTHEAST UTAH,GJT,07-JUL-21 12:00:00,MST-7,10-JUL-21 19:00:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,A large ridge of high pressure dominated the western United States for several days. This resulted in scorching heat and dry weather across the lower elevations of eastern Utah. Conditions were exceptionally dry which translated to single digit humidity at the surface. Record breaking high temperatures occurred through the period with overnight lows only dropping into the low to mid to upper 60s and 70s in the valleys.,"High temperatures of 95 to 102 degrees were reported by various automated weather stations each day through the period. Additionally, overnight lows ranged from 65 to 67 degrees on the morning of the 8th, 9th and 10th.",CSV
202107,7,1100,202107,9,1900,158658,959461,UTAH,49,2021,July,Heat,Z,27,GRAND FLAT AND ARCHES,GJT,07-JUL-21 11:00:00,MST-7,09-JUL-21 19:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,A large ridge of high pressure dominated the western United States for several days. This resulted in scorching heat and dry weather across the lower elevations of eastern Utah. Conditions were exceptionally dry which translated to single digit humidity at the surface. Record breaking high temperatures occurred through the period with overnight lows only dropping into the low to mid to upper 60s and 70s in the valleys.,"High temperatures of 102 to 109 degrees were reported by various automated weather stations each day through the period. Additionally, overnight lows ranged from 71 to 77 degrees on the morning of the 8th and 9th.",CSV
