BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201908,30,1000,201908,31,2000,154558,931175,ARIZONA,4,2019,August,Excessive Heat,Z,554,WEST PINAL COUNTY,PSR,30-AUG-19 10:00:00,MST-7,31-AUG-19 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"The Desert Southwest remained under the influence of high pressure at the end of August, leading to excessive heat warning conditions across the region. Three fatalities (2 direct and 1 indirect) were reported by the Maricopa County Department of Public Health.",,CSV
201908,30,1000,201908,31,2000,154558,931177,ARIZONA,4,2019,August,Excessive Heat,Z,559,SONORAN DESERT NATL MONUMENT,PSR,30-AUG-19 10:00:00,MST-7,31-AUG-19 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"The Desert Southwest remained under the influence of high pressure at the end of August, leading to excessive heat warning conditions across the region. Three fatalities (2 direct and 1 indirect) were reported by the Maricopa County Department of Public Health.",,CSV
201908,30,1000,201908,31,2000,154558,931179,ARIZONA,4,2019,August,Excessive Heat,Z,560,SAN CARLOS,PSR,30-AUG-19 10:00:00,MST-7,31-AUG-19 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"The Desert Southwest remained under the influence of high pressure at the end of August, leading to excessive heat warning conditions across the region. Three fatalities (2 direct and 1 indirect) were reported by the Maricopa County Department of Public Health.",,CSV
201908,30,1000,201908,31,2000,154558,931171,ARIZONA,4,2019,August,Excessive Heat,Z,550,SOUTH MOUNTAIN/AHWATUKEE,PSR,30-AUG-19 10:00:00,MST-7,31-AUG-19 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"The Desert Southwest remained under the influence of high pressure at the end of August, leading to excessive heat warning conditions across the region. Three fatalities (2 direct and 1 indirect) were reported by the Maricopa County Department of Public Health.",,CSV
201908,30,1000,201908,31,2000,154558,931174,ARIZONA,4,2019,August,Excessive Heat,Z,553,NORTHWEST PINAL COUNTY,PSR,30-AUG-19 10:00:00,MST-7,31-AUG-19 20:00:00,0,0,0,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,"The Desert Southwest remained under the influence of high pressure at the end of August, leading to excessive heat warning conditions across the region. Three fatalities (2 direct and 1 indirect) were reported by the Maricopa County Department of Public Health.",,CSV
201908,27,1000,201908,27,2000,145728,875351,ARIZONA,4,2019,August,Heat,Z,503,UPPER SANTA CRUZ RIVER AND ALTAR VALLEYS,TWC,27-AUG-19 10:00:00,MST-7,27-AUG-19 20:00:00,0,0,1,0,0.00K,0.00K,County Official,,,,,,,,,,,,,,,,,,,,,,Hot temperatures were recorded across southeast Arizona on August 27th.  One heat-related fatality occurred in southeast Pima County.,"Above normal temperatures occurred in southeast Arizona on August 27th.  High temperatures included 105 degrees at the Tucson International Airport, 107 degrees at Sells and 104 degrees (record high) at Sasabe.  The Pima County Medical Examiner confirmed that heat was the primary cause of death for one adult male 11 miles south of Three Points.",CSV
201906,6,1000,201906,6,1340,136206,817354,ARIZONA,4,2019,June,Heat,Z,551,SOUTHEAST VALLEY/QUEEN CREEK,PSR,06-JUN-19 10:00:00,MST-7,06-JUN-19 13:40:00,0,0,1,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,Hot temperatures developed across the lower deserts of central Arizona in early June with highs in the Phoenix area climbing into the upper 90s and eventually reaching triple digits by June 5th. Despite high temperatures only reaching to near seasonal normals (and falling well short of excessive heat warning thresholds) it proved hot enough to be fatal to an elderly man whose car became stuck in desert sand stranding him without water or shade. The Maricopa County Sheriff's Office indicated that their helicopter spotted the man's vehicle stranded in sand on Gila River Indian land near Sun Lakes. Authorities found his body at 1340MST on Thursday June 6th; he was deceased. The sheriff's office indicated that the death was likely due to heat exposure.,"During the first week of June high temperatures over the deserts were near to slightly below seasonal normal, but did finally reach into the triple digits by Wednesday June 5th. Despite highs being near normal (and well below excessive heat warning thresholds) they were sufficient to lead to a fatality in the deserts to the south of Phoenix. According to the Maricopa County Sheriff's Office, their helicopter spotted the vehicle of a World War 2 veteran stuck in soft sand on Gila River Indian land south of Phoenix at 1340MST Thursday June 6th. The 97 year old veteran had died due to exposure and dehydration. He had been missing for several days before being discovered on Thursday.",CSV
201906,29,1200,201906,29,2000,139512,839275,MINNESOTA,27,2019,June,Excessive Heat,Z,98,ROCK,FSD,29-JUN-19 12:00:00,CST-6,29-JUN-19 20:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,"Oppressive temperatures in the mid 90's to around 100 degrees along with dew point readings in the mid to upper 70's produced very dangerous heat conditions with heat index readings in excess of 105 degrees for much of the afternoon and early evening.||Some of the more extreme heat index readings experienced during the afternoon included 113 degrees at Wagner, 112 degrees at Le Mars, Canton and Mitchell, 111 degrees at Cherokee, Sioux City, Huron and Yankton, 110 degrees at Sioux Falls, Colton and White Lake, and 109 degrees near Beaver Creek.",,CSV
201908,19,1100,201908,19,1610,142030,852636,NEW YORK,36,2019,August,Heat,Z,49,EASTERN SCHENECTADY,ALY,19-AUG-19 11:00:00,EST-5,19-AUG-19 16:10:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,A hot and humid airmass in place led to temperatures in the 90s and dew points in the 70s across the mid-Hudson valley and Capital District.,,CSV
201908,19,1100,201908,19,1610,142030,852637,NEW YORK,36,2019,August,Heat,Z,50,SOUTHERN SARATOGA,ALY,19-AUG-19 11:00:00,EST-5,19-AUG-19 16:10:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,A hot and humid airmass in place led to temperatures in the 90s and dew points in the 70s across the mid-Hudson valley and Capital District.,,CSV
